BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,FLOOR NUMBER,ROOM TYPE,VERIFICATION DATE,OWNERSHIP,DUPLICATE BARCODE,ASSET CONDITION,OWNER,LEASED,VIN NUMBER,DATE OF VERIFICATION,SUPPLIER NAME,GAMAP FUNDING,GFS FUNDING,QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,FROM NODE,TO NODE,NODE LAYER,START LAT,START LONG,END LAT,END LONG,GIS_ID,STAND NUMBER,STREET NAME,LAND RENTED (Y/N),LAND OR IMPROVEMENTS,LAND MATCHED,ERF NUMBER,PORTION,EXTENSION,TITLE DEED NUMBER,SURVEY GENERAL REFERANCE NO,LAND SIZE,VOTE NUMBER,ORDER NUMBER,ORDER DATE,INVOICE NUMBER,INVOICE DATE,CHEQUE NUMBER,WAS ASSET BROUGHT IN ON A DRC,
A03990,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04033,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03985,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00503,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00545,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A01646,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03447,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03389,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00429,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00541,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05434,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05435,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05436,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05437,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03277,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05438,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00402,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00504,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03590,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05425,TABLE STEEL FOLDING,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE STEEL FOLDING,STEEL,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03201,TABLE STEEL FOLDING,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE STEEL FOLDING,STEEL,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A02019,TABLE STEEL FOLDING,N/A,OTHER ASSETS,FURNITURE & FITTNGS,TABLE STEEL FOLDING,STEEL,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,POOR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03976,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A04035,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03352,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03344,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05420,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05405,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05402,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05401,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A05650,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00507,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03988,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03387,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A00535,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03975,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03171,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,GOOD,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
A03596,CHAIR STACKABLE,N/A,OTHER ASSETS,FURNITURE & FITTNGS,CHAIR STACKABLE,PLASTIC BLACK,,YES,COMMUNITY SERVICES,N/A,BOSHOF,SERETSE,COMMUNITY HALL,N/A,A05646,A05647,2012/06/30,TOKOLOGO LOCAL MUNICIPALITY,N/A,FAIR,TOKOLOGO LOCAL MUNICIPALITY,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A RE YENG STREET,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,TAKE ON 2008
